[1400540400] LOG ROTATION: DAILY
[1400540400] LOG VERSION: 2.0
[1400540400] CURRENT HOST STATE: 84.203.208.42;UP;HARD;1;
[1400540400] CURRENT HOST STATE: 84.203.208.43;UP;HARD;1;
[1400540400] CURRENT HOST STATE: api.clickatell.com;UP;HARD;1;
[1400540400] CURRENT HOST STATE: asterisk.int.mttnow.com;UP;HARD;1;
[1400540400] CURRENT HOST STATE: b2b.easyjet.com;UP;HARD;1;HTTP WARNING: HTTP/1.1 400 Bad Request
[1400540400] CURRENT HOST STATE: bcd.mttnow.com;UP;HARD;1;
[1400540400] CURRENT HOST STATE: eleventh-hour.com;UP;HARD;1;
[1400540400] CURRENT HOST STATE: helpdesk.mttnow.com;UP;HARD;1;
[1400540400] CURRENT HOST STATE: latam.mttnow.com;UP;HARD;1;
[1400540400] CURRENT HOST STATE: localhost;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.62 ms
[1400540400] CURRENT HOST STATE: m.abacus.com.sg;UP;HARD;1;
[1400540400] CURRENT HOST STATE: m.atlantisthepalm.com;UP;HARD;1;
[1400540400] CURRENT HOST STATE: m.easyjet.com;UP;HARD;1;HTTP OK - HTTP/1.1 302 Found - 0.259 second response time
[1400540400] CURRENT HOST STATE: m.flybe.com;UP;HARD;1;
[1400540400] CURRENT HOST STATE: m.jumeirah.com;UP;HARD;1;
[1400540400] CURRENT HOST STATE: m.transavia.com;UP;HARD;1;
[1400540400] CURRENT HOST STATE: mobile.jetstar.com;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 197.26 ms
[1400540400] CURRENT HOST STATE: s1-sc5-b-euw;UP;HARD;1;
[1400540400] CURRENT HOST STATE: s1.jq.mttnow.com;UP;HARD;1;
[1400540400] CURRENT HOST STATE: s2-sc5-c-euw;UP;HARD;1;
[1400540400] CURRENT HOST STATE: s2.jq.mttnow.com;UP;HARD;1;
[1400540400] CURRENT HOST STATE: security.mttnow.com;UP;HARD;1;
[1400540400] CURRENT HOST STATE: www.mttnow.com;UP;HARD;1;
[1400554577] SERVICE ALERT: m.transavia.com;APPS - Payment Details;WARNING;HARD;4;WARNING: Value is 3673.000
[1400554897] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status - NIGHT;WARNING;SOFT;1;WARNING: Value is 1367.000
[1400554907] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status;WARNING;SOFT;1;WARNING: Value is 1374.000
[1400555137] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status - NIGHT;OK;SOFT;2;OK: Value is 76.000
[1400555147] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status;OK;SOFT;2;OK: Value is 83.000
[1400555457] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;WARNING;SOFT;1;WARNING: Value is 1284.000
[1400555477] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;WARNING;SOFT;1;WARNING: Value is 1304.000
[1400555697] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;OK;SOFT;2;OK: Value is 176.000
[1400555717] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;OK;SOFT;2;OK: Value is 196.000
[1400555777] SERVICE ALERT: m.transavia.com;APPS - Payment Details;CRITICAL;HARD;4;CRITICAL: Value is 4873.000
[1400555777] SERVICE FLAPPING ALERT: m.transavia.com;APPS - Payment Details;STARTED; Service appears to have started flapping (22.5% change >= 20.0% threshold)
[1400555927] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status - NIGHT;WARNING;SOFT;1;WARNING: Value is 1224.000
[1400556077] Auto-save of retention data completed successfully.
[1400556167] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Flight Status - NIGHT;OK;SOFT;2;OK: Value is 128.000
[1400556287] SERVICE ALERT: m.flybe.com;MW - Payment Details;CRITICAL;HARD;4;CRITICAL: Value is 5021.000
[1400556607] SERVICE ALERT: m.transavia.com;APPS - Payment Details - NIGHT;WARNING;SOFT;1;WARNING: Value is 5698.000
[1400556607] SERVICE ALERT: m.transavia.com;APPS - Payment Details - NIGHT;WARNING;SOFT;2;WARNING: Value is 5698.000
[1400556607] SERVICE ALERT: m.transavia.com;APPS - Payment Details - NIGHT;WARNING;SOFT;3;WARNING: Value is 5698.000
[1400556727] SERVICE ALERT: mobile.jetstar.com;MW - Bookings per day JP;WARNING;SOFT;1;WARNING: Value is 5.000
[1400556847] SERVICE ALERT: m.transavia.com;APPS - Payment Details - NIGHT;WARNING;HARD;4;WARNING: Value is 5938.000
[1400556967] SERVICE ALERT: mobile.jetstar.com;MW - Bookings per day JP;WARNING;SOFT;2;WARNING: Value is 5.000
[1400557207] SERVICE ALERT: mobile.jetstar.com;MW - Bookings per day JP;WARNING;SOFT;3;WARNING: Value is 5.000
[1400557217] SERVICE ALERT: m.flybe.com;MW - Payment Details - NIGHT;WARNING;SOFT;1;WARNING: Value is 5952.000
[1400557447] SERVICE ALERT: m.transavia.com;APPS - Payment Details - NIGHT;OK;HARD;4;OK: Value is 182.000
[1400557447] SERVICE ALERT: mobile.jetstar.com;MW - Bookings per day JP;WARNING;HARD;4;WARNING: Value is 5.000
[1400557447] SERVICE NOTIFICATION: gmcdaid;mobile.jetstar.com;MW - Bookings per day JP;WARNING;notify-service-by-sms;WARNING: Value is 5.000
[1400557447] SERVICE NOTIFICATION: gmcdaid;mobile.jetstar.com;MW - Bookings per day JP;WARNING;notify-service-by-email;WARNING: Value is 5.000
[1400557447] SERVICE NOTIFICATION: abrinyov;mobile.jetstar.com;MW - Bookings per day JP;WARNING;notify-service-by-sms;WARNING: Value is 5.000
[1400557448] SERVICE NOTIFICATION: abrinyov;mobile.jetstar.com;MW - Bookings per day JP;WARNING;notify-service-by-email;WARNING: Value is 5.000
[1400557448] SERVICE NOTIFICATION: mnevzorova;mobile.jetstar.com;MW - Bookings per day JP;WARNING;notify-service-by-sms;WARNING: Value is 5.000
[1400557449] SERVICE NOTIFICATION: mnevzorova;mobile.jetstar.com;MW - Bookings per day JP;WARNING;notify-service-by-email;WARNING: Value is 5.000
[1400557449] SERVICE NOTIFICATION: nagiosadmin;mobile.jetstar.com;MW - Bookings per day JP;WARNING;notify-service-by-email;WARNING: Value is 5.000
[1400557457] SERVICE ALERT: m.flybe.com;MW - Payment Details - NIGHT;WARNING;SOFT;2;WARNING: Value is 6192.000
[1400557577] SERVICE ALERT: m.transavia.com;APPS - Payment Details;OK;HARD;4;OK: Value is 317.000
[1400557697] SERVICE ALERT: m.flybe.com;MW - Payment Details - NIGHT;WARNING;SOFT;3;WARNING: Value is 6432.000
[1400557937] SERVICE ALERT: m.flybe.com;MW - Payment Details - NIGHT;WARNING;HARD;4;WARNING: Value is 6672.000
[1400558137] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status - NIGHT;WARNING;SOFT;1;WARNING: Value is 1485.000
[1400558147] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status;WARNING;SOFT;1;WARNING: Value is 1492.000
[1400558377] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status - NIGHT;WARNING;SOFT;2;WARNING: Value is 1725.000
[1400558387] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status;WARNING;SOFT;2;WARNING: Value is 1732.000
[1400558617] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status - NIGHT;OK;SOFT;3;OK: Value is 71.000
[1400558627] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Flight Status;OK;SOFT;3;OK: Value is 78.000
[1400558767] SERVICE ALERT: bcd.mttnow.com;APP - Registrations per hour - ELB;CRITICAL;SOFT;1;CRITICAL: 500 SSL read timeout:
[1400558827] SERVICE ALERT: bcd.mttnow.com;APP - Registrations per hour - ELB;CRITICAL;SOFT;2;CRITICAL: 500 SSL read timeout:
[1400558887] SERVICE ALERT: bcd.mttnow.com;APP - Registrations per hour - ELB;CRITICAL;SOFT;3;CRITICAL: 500 SSL read timeout:
[1400558947] SERVICE ALERT: bcd.mttnow.com;APP - Registrations per hour - ELB;OK;SOFT;4;OK: Value is 116.000
[1400559137] SERVICE ALERT: m.flybe.com;MW - Payment Details - NIGHT;OK;HARD;4;OK: Value is 61.000
[1400559287] SERVICE ALERT: m.flybe.com;MW - Payment Details;OK;HARD;4;OK: Value is 16.000
[1400559297] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;WARNING;SOFT;1;WARNING: Value is 1205.000
[1400559317] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;WARNING;SOFT;1;WARNING: Value is 1225.000
[1400559507] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details - NIGHT;WARNING;SOFT;1;WARNING: Value is 1375.000
[1400559527] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details;WARNING;SOFT;1;WARNING: Value is 1401.000
[1400559537] SERVICE ALERT: m.easyjet.com;MW - Server 2 - Payment Details - NIGHT;OK;SOFT;2;OK: Value is 179.000
[1400559557] SERVICE ALERT: m.easyjet.com;MW - Server 2 Payment Details;OK;SOFT;2;OK: Value is 199.000
[1400559677] Auto-save of retention data completed successfully.
[1400559747] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details - NIGHT;WARNING;SOFT;2;WARNING: Value is 1615.000
[1400559767] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details;WARNING;SOFT;2;WARNING: Value is 1641.000
[1400559847] SERVICE ALERT: mobile.jetstar.com;MW - Bookings per day JP;OK;HARD;4;OK: Value is 6.000
[1400559847] SERVICE NOTIFICATION: gmcdaid;mobile.jetstar.com;MW - Bookings per day JP;OK;notify-service-by-sms;OK: Value is 6.000
[1400559847] SERVICE NOTIFICATION: gmcdaid;mobile.jetstar.com;MW - Bookings per day JP;OK;notify-service-by-email;OK: Value is 6.000
[1400559847] SERVICE NOTIFICATION: abrinyov;mobile.jetstar.com;MW - Bookings per day JP;OK;notify-service-by-sms;OK: Value is 6.000
[1400559848] SERVICE NOTIFICATION: abrinyov;mobile.jetstar.com;MW - Bookings per day JP;OK;notify-service-by-email;OK: Value is 6.000
[1400559848] SERVICE NOTIFICATION: mnevzorova;mobile.jetstar.com;MW - Bookings per day JP;OK;notify-service-by-sms;OK: Value is 6.000
[1400559849] SERVICE NOTIFICATION: mnevzorova;mobile.jetstar.com;MW - Bookings per day JP;OK;notify-service-by-email;OK: Value is 6.000
[1400559849] SERVICE NOTIFICATION: nagiosadmin;mobile.jetstar.com;MW - Bookings per day JP;OK;notify-service-by-email;OK: Value is 6.000
[1400559987] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details - NIGHT;WARNING;SOFT;3;WARNING: Value is 1855.000
[1400560007] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details;WARNING;SOFT;3;WARNING: Value is 1881.000
[1400560227] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details - NIGHT;WARNING;HARD;4;WARNING: Value is 2095.000
[1400560247] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details;WARNING;HARD;4;WARNING: Value is 2121.000
[1400560827] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details - NIGHT;OK;HARD;4;OK: Value is 167.000
[1400560847] SERVICE ALERT: m.easyjet.com;MW - Server 1 - Payment Details;OK;HARD;4;OK: Value is 193.000
[1400562247] SERVICE ALERT: mobile.jetstar.com;MW - Bookings per day JP;WARNING;SOFT;1;WARNING: Value is 5.000
[1400562377] SERVICE ALERT: m.transavia.com;APPS - Payment Details;WARNING;SOFT;1;WARNING: Value is 2484.000
[1400562487] SERVICE ALERT: mobile.jetstar.com;MW - Bookings per day JP;WARNING;SOFT;2;WARNING: Value is 5.000
[1400562617] SERVICE ALERT: m.transavia.com;APPS - Payment Details;WARNING;SOFT;2;WARNING: Value is 2724.000
[1400562727] SERVICE ALERT: mobile.jetstar.com;MW - Bookings per day JP;OK;SOFT;3;OK: Value is 6.000
[1400562857] SERVICE ALERT: m.transavia.com;APPS - Payment Details;WARNING;SOFT;3;WARNING: Value is 2964.000
[1400562877] SERVICE ALERT: m.jumeirah.com;MW - Table Reservation;WARNING;SOFT;1;WARNING : sum:104564 : 104.564 seconds to complete. (warning 60)
[1400562947] SERVICE FLAPPING ALERT: m.easyjet.com;MW - Server 1 - Flight Status;STOPPED; Service appears to have stopped flapping (3.9% change < 5.0% threshold)
[1400563017] SERVICE ALERT: m.jumeirah.com;MW - Table Reservation;OK;SOFT;2;OK : sum:4115 : 4.115 seconds to complete.
[1400563097] SERVICE ALERT: m.transavia.com;APPS - Payment Details;WARNING;HARD;4;WARNING: Value is 3204.000
[1400563277] Auto-save of retention data completed successfully.
[1400563367] SERVICE FLAPPING ALERT: m.easyjet.com;MW - Server 1 - Flight Status - NIGHT;STOPPED; Service appears to have stopped flapping (3.8% change < 5.0% threshold)
[1400564297] SERVICE ALERT: m.transavia.com;APPS - Payment Details;OK;HARD;4;OK: Value is 10.000
[1400565667] SERVICE ALERT: m.transavia.com;APPS - Bookings per hour;WARNING;SOFT;1;WARNING: Value is 2.000
[1400565687] SERVICE ALERT: m.easyjet.com;Apps - Booking excl payment;CRITICAL;SOFT;1;CRITICAL: Timeout 180 sec expired.
[1400565747] SERVICE ALERT: m.easyjet.com;Apps - Booking excl payment;OK;SOFT;2;OK : sum:3855 : 3.855 seconds to complete.
[1400565907] SERVICE ALERT: m.transavia.com;APPS - Bookings per hour;WARNING;SOFT;2;WARNING: Value is 2.000
[1400566147] SERVICE ALERT: m.transavia.com;APPS - Bookings per hour;WARNING;SOFT;3;WARNING: Value is 3.000
[1400566387] SERVICE ALERT: m.transavia.com;APPS - Bookings per hour;WARNING;HARD;4;WARNING: Value is 3.000
[1400566387] SERVICE NOTIFICATION: gmcdaid;m.transavia.com;APPS - Bookings per hour;WARNING;notify-service-by-sms;WARNING: Value is 3.000
[1400566387] SERVICE NOTIFICATION: gmcdaid;m.transavia.com;APPS - Bookings per hour;WARNING;notify-service-by-email;WARNING: Value is 3.000
[1400566387] SERVICE NOTIFICATION: abrinyov;m.transavia.com;APPS - Bookings per hour;WARNING;notify-service-by-sms;WARNING: Value is 3.000
[1400566388] SERVICE NOTIFICATION: abrinyov;m.transavia.com;APPS - Bookings per hour;WARNING;notify-service-by-email;WARNING: Value is 3.000
[1400566388] SERVICE NOTIFICATION: mnevzorova;m.transavia.com;APPS - Bookings per hour;WARNING;notify-service-by-sms;WARNING: Value is 3.000
[1400566389] SERVICE NOTIFICATION: mnevzorova;m.transavia.com;APPS - Bookings per hour;WARNING;notify-service-by-email;WARNING: Value is 3.000
[1400566389] SERVICE NOTIFICATION: nagiosadmin;m.transavia.com;APPS - Bookings per hour;WARNING;notify-service-by-email;WARNING: Value is 3.000
[1400566389] SERVICE NOTIFICATION: ctwomey;m.transavia.com;APPS - Bookings per hour;WARNING;notify-service-by-email;WARNING: Value is 3.000
[1400566877] Auto-save of retention data completed successfully.
[1400566987] SERVICE ALERT: m.transavia.com;APPS - Bookings per hour;OK;HARD;4;OK: Value is 4.000
[1400566987] SERVICE NOTIFICATION: gmcdaid;m.transavia.com;APPS - Bookings per hour;OK;notify-service-by-sms;OK: Value is 4.000
[1400566987] SERVICE NOTIFICATION: gmcdaid;m.transavia.com;APPS - Bookings per hour;OK;notify-service-by-email;OK: Value is 4.000
[1400566987] SERVICE NOTIFICATION: abrinyov;m.transavia.com;APPS - Bookings per hour;OK;notify-service-by-sms;OK: Value is 4.000
[1400566988] SERVICE NOTIFICATION: abrinyov;m.transavia.com;APPS - Bookings per hour;OK;notify-service-by-email;OK: Value is 4.000
[1400566988] SERVICE NOTIFICATION: mnevzorova;m.transavia.com;APPS - Bookings per hour;OK;notify-service-by-sms;OK: Value is 4.000
[1400566989] SERVICE NOTIFICATION: mnevzorova;m.transavia.com;APPS - Bookings per hour;OK;notify-service-by-email;OK: Value is 4.000
[1400566989] SERVICE NOTIFICATION: nagiosadmin;m.transavia.com;APPS - Bookings per hour;OK;notify-service-by-email;OK: Value is 4.000
[1400566989] SERVICE NOTIFICATION: ctwomey;m.transavia.com;APPS - Bookings per hour;OK;notify-service-by-email;OK: Value is 4.000
[1400568187] SERVICE ALERT: m.transavia.com;APPS - Bookings per hour;WARNING;SOFT;1;WARNING: Value is 3.000
[1400568287] SERVICE FLAPPING ALERT: m.flybe.com;MW - Payment Details;STOPPED; Service appears to have stopped flapping (4.3% change < 5.0% threshold)
[1400568427] SERVICE ALERT: m.transavia.com;APPS - Bookings per hour;WARNING;SOFT;2;WARNING: Value is 3.000
[1400568667] SERVICE ALERT: m.transavia.com;APPS - Bookings per hour;OK;SOFT;3;OK: Value is 4.000
[1400570277] SERVICE ALERT: m.jumeirah.com;MW - Table Reservation;WARNING;SOFT;1;WARNING : sum:65895 : 65.895 seconds to complete. (warning 60)
[1400570457] SERVICE ALERT: m.jumeirah.com;MW - Table Reservation;OK;SOFT;2;OK : sum:3881 : 3.881 seconds to complete.
[1400570477] Auto-save of retention data completed successfully.
[1400574077] Auto-save of retention data completed successfully.
[1400575097] SERVICE FLAPPING ALERT: m.transavia.com;APPS - Payment Details;STOPPED; Service appears to have stopped flapping (3.9% change < 5.0% threshold)
[1400577677] Auto-save of retention data completed successfully.
[1400581277] Auto-save of retention data completed successfully.
[1400581407] SERVICE ALERT: m.jumeirah.com;MW - Standard Booking;WARNING;SOFT;1;WARNING : sum:65375 : 65.375 seconds to complete. (warning 60)
[1400581597] SERVICE ALERT: m.jumeirah.com;MW - Standard Booking;OK;SOFT;2;OK : sum:15664 : 15.664 seconds to complete.
[1400584227] SERVICE ALERT: m.atlantisthepalm.com;MW - Dolphin Bay;CRITICAL;SOFT;1;WebInject CRITICAL - Couldn't display Time Slots
[1400584457] SERVICE ALERT: m.atlantisthepalm.com;MW - Dolphin Bay;OK;SOFT;2;WebInject OK - All tests passed successfully in 12.319 seconds
[1400584877] Auto-save of retention data completed successfully.
[1400588477] Auto-save of retention data completed successfully.
[1400592077] Auto-save of retention data completed successfully.
[1400595677] Auto-save of retention data completed successfully.
[1400596727] SERVICE ALERT: bcd.mttnow.com;APP - Component Check - s1-sc1-c-use;CRITICAL;SOFT;1;WebInject CRITICAL - Backend Server - Unable to obtain status
[1400596787] SERVICE ALERT: bcd.mttnow.com;APP - Component Check - s1-sc1-c-use;CRITICAL;SOFT;2;WebInject CRITICAL - Backend Server - Unable to obtain status
[1400596847] SERVICE ALERT: bcd.mttnow.com;APP - Component Check - s1-sc1-c-use;CRITICAL;SOFT;3;WebInject CRITICAL - Backend Server - Unable to obtain status
[1400596907] SERVICE ALERT: bcd.mttnow.com;APP - Component Check - s1-sc1-c-use;CRITICAL;HARD;4;WebInject CRITICAL - Backend Server - Unable to obtain status
[1400596907] SERVICE NOTIFICATION: mbutler;bcd.mttnow.com;APP - Component Check - s1-sc1-c-use;CRITICAL;notify-service-by-email;WebInject CRITICAL - Backend Server - Unable to obtain status
[1400596907] SERVICE NOTIFICATION: lirimie;bcd.mttnow.com;APP - Component Check - s1-sc1-c-use;CRITICAL;notify-service-by-email;WebInject CRITICAL - Backend Server - Unable to obtain status
[1400596907] SERVICE NOTIFICATION: pclavel;bcd.mttnow.com;APP - Component Check - s1-sc1-c-use;CRITICAL;notify-service-by-email;WebInject CRITICAL - Backend Server - Unable to obtain status
[1400596907] SERVICE NOTIFICATION: cburge;bcd.mttnow.com;APP - Component Check - s1-sc1-c-use;CRITICAL;notify-service-by-email;WebInject CRITICAL - Backend Server - Unable to obtain status
[1400596907] SERVICE NOTIFICATION: gmcdaid;bcd.mttnow.com;APP - Component Check - s1-sc1-c-use;CRITICAL;notify-service-by-sms;WebInject CRITICAL - Backend Server - Unable to obtain status
[1400596907] SERVICE NOTIFICATION: gmcdaid;bcd.mttnow.com;APP - Component Check - s1-sc1-c-use;CRITICAL;notify-service-by-email;WebInject CRITICAL - Backend Server - Unable to obtain status
[1400596907] SERVICE NOTIFICATION: abrinyov;bcd.mttnow.com;APP - Component Check - s1-sc1-c-use;CRITICAL;notify-service-by-sms;WebInject CRITICAL - Backend Server - Unable to obtain status
[1400596908] SERVICE NOTIFICATION: abrinyov;bcd.mttnow.com;APP - Component Check - s1-sc1-c-use;CRITICAL;notify-service-by-email;WebInject CRITICAL - Backend Server - Unable to obtain status
[1400596908] SERVICE NOTIFICATION: mnevzorova;bcd.mttnow.com;APP - Component Check - s1-sc1-c-use;CRITICAL;notify-service-by-sms;WebInject CRITICAL - Backend Server - Unable to obtain status
[1400596909] SERVICE NOTIFICATION: mnevzorova;bcd.mttnow.com;APP - Component Check - s1-sc1-c-use;CRITICAL;notify-service-by-email;WebInject CRITICAL - Backend Server - Unable to obtain status
[1400596909] SERVICE NOTIFICATION: nagiosadmin;bcd.mttnow.com;APP - Component Check - s1-sc1-c-use;CRITICAL;notify-service-by-email;WebInject CRITICAL - Backend Server - Unable to obtain status
[1400597797] SERVICE ALERT: bcd.mttnow.com;APP - Last Registration - s1-sc1-c-use;CRITICAL;SOFT;1;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400597857] SERVICE ALERT: bcd.mttnow.com;APP - Last Registration - s1-sc1-c-use;OK;SOFT;2;OK: Value is 2001.000
[1400598757] SERVICE ALERT: bcd.mttnow.com;APP - Last Registration - s1-sc1-c-use;CRITICAL;SOFT;1;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400598817] SERVICE ALERT: bcd.mttnow.com;APP - Last Registration - s1-sc1-c-use;CRITICAL;SOFT;2;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400598837] SERVICE ALERT: bcd.mttnow.com;APP - Registrations per hour - ELB;CRITICAL;SOFT;1;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400598877] SERVICE ALERT: bcd.mttnow.com;APP - Last Registration - s1-sc1-c-use;CRITICAL;SOFT;3;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400598897] SERVICE ALERT: bcd.mttnow.com;APP - Registrations per hour - ELB;CRITICAL;SOFT;2;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400598937] SERVICE ALERT: bcd.mttnow.com;APP - Last Registration - s1-sc1-c-use;CRITICAL;HARD;4;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400598937] SERVICE NOTIFICATION: mbutler;bcd.mttnow.com;APP - Last Registration - s1-sc1-c-use;CRITICAL;notify-service-by-email;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400598937] SERVICE NOTIFICATION: lirimie;bcd.mttnow.com;APP - Last Registration - s1-sc1-c-use;CRITICAL;notify-service-by-email;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400598937] SERVICE NOTIFICATION: pclavel;bcd.mttnow.com;APP - Last Registration - s1-sc1-c-use;CRITICAL;notify-service-by-email;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400598937] SERVICE NOTIFICATION: cburge;bcd.mttnow.com;APP - Last Registration - s1-sc1-c-use;CRITICAL;notify-service-by-email;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400598937] SERVICE NOTIFICATION: gmcdaid;bcd.mttnow.com;APP - Last Registration - s1-sc1-c-use;CRITICAL;notify-service-by-sms;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400598937] SERVICE NOTIFICATION: gmcdaid;bcd.mttnow.com;APP - Last Registration - s1-sc1-c-use;CRITICAL;notify-service-by-email;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400598937] SERVICE NOTIFICATION: abrinyov;bcd.mttnow.com;APP - Last Registration - s1-sc1-c-use;CRITICAL;notify-service-by-sms;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400598938] SERVICE NOTIFICATION: abrinyov;bcd.mttnow.com;APP - Last Registration - s1-sc1-c-use;CRITICAL;notify-service-by-email;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400598938] SERVICE NOTIFICATION: mnevzorova;bcd.mttnow.com;APP - Last Registration - s1-sc1-c-use;CRITICAL;notify-service-by-sms;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400598939] SERVICE NOTIFICATION: mnevzorova;bcd.mttnow.com;APP - Last Registration - s1-sc1-c-use;CRITICAL;notify-service-by-email;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400598939] SERVICE NOTIFICATION: nagiosadmin;bcd.mttnow.com;APP - Last Registration - s1-sc1-c-use;CRITICAL;notify-service-by-email;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400598957] SERVICE ALERT: bcd.mttnow.com;APP - Registrations per hour - ELB;CRITICAL;SOFT;3;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400599017] SERVICE ALERT: bcd.mttnow.com;APP - Registrations per hour - ELB;CRITICAL;HARD;4;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400599017] SERVICE NOTIFICATION: mbutler;bcd.mttnow.com;APP - Registrations per hour - ELB;CRITICAL;notify-service-by-email;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400599017] SERVICE NOTIFICATION: lirimie;bcd.mttnow.com;APP - Registrations per hour - ELB;CRITICAL;notify-service-by-email;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400599017] SERVICE NOTIFICATION: pclavel;bcd.mttnow.com;APP - Registrations per hour - ELB;CRITICAL;notify-service-by-email;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400599017] SERVICE NOTIFICATION: cburge;bcd.mttnow.com;APP - Registrations per hour - ELB;CRITICAL;notify-service-by-email;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400599017] SERVICE NOTIFICATION: gmcdaid;bcd.mttnow.com;APP - Registrations per hour - ELB;CRITICAL;notify-service-by-sms;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400599017] SERVICE NOTIFICATION: gmcdaid;bcd.mttnow.com;APP - Registrations per hour - ELB;CRITICAL;notify-service-by-email;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400599017] SERVICE NOTIFICATION: abrinyov;bcd.mttnow.com;APP - Registrations per hour - ELB;CRITICAL;notify-service-by-sms;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400599018] SERVICE NOTIFICATION: abrinyov;bcd.mttnow.com;APP - Registrations per hour - ELB;CRITICAL;notify-service-by-email;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400599018] SERVICE NOTIFICATION: mnevzorova;bcd.mttnow.com;APP - Registrations per hour - ELB;CRITICAL;notify-service-by-sms;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400599019] SERVICE NOTIFICATION: mnevzorova;bcd.mttnow.com;APP - Registrations per hour - ELB;CRITICAL;notify-service-by-email;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400599019] SERVICE NOTIFICATION: nagiosadmin;bcd.mttnow.com;APP - Registrations per hour - ELB;CRITICAL;notify-service-by-email;CRITICAL: 500 Connect failed: connect: Connection refused: Connection refused
[1400599277] Auto-save of retention data completed successfully.
[1400600137] SERVICE ALERT: bcd.mttnow.com;APP - Last Registration - s1-sc1-c-use;OK;HARD;4;OK: Value is 4281.000
[1400600137] SERVICE NOTIFICATION: mbutler;bcd.mttnow.com;APP - Last Registration - s1-sc1-c-use;OK;notify-service-by-email;OK: Value is 4281.000
[1400600137] SERVICE NOTIFICATION: lirimie;bcd.mttnow.com;APP - Last Registration - s1-sc1-c-use;OK;notify-service-by-email;OK: Value is 4281.000
